,loss0,loss20,loss40,loss60,loss80,loss100,loss120,loss140,loss160,loss180,loss200,loss220,loss240,loss260,loss280,loss300,loss320,loss340,loss360,loss380
0,0.17939728498458862,0.09893922507762909,0.06874381750822067,0.035932108759880066,0.08090522885322571,0.051916398108005524,0.03468300402164459,0.02580493688583374,0.0355285219848156,0.02400635927915573,0.023209981620311737,0.013597973622381687,0.01613151840865612,0.009288188070058823,0.008456691168248653,0.008308022283017635,0.009283005259931087,0.011364612728357315,0.010851447470486164,0.011768349446356297
1,0.17985907196998596,0.10185147076845169,0.05560057982802391,0.035752713680267334,0.06807637214660645,0.06041979789733887,0.029260190203785896,0.020890165120363235,0.034577712416648865,0.027750294655561447,0.02525029331445694,0.023608384653925896,0.01187637448310852,0.013362878933548927,0.01127717737108469,0.01669156365096569,0.01122890692204237,0.007967808283865452,0.015037068165838718,0.009206498041749
2,0.17403389513492584,0.09712330996990204,0.06089320406317711,0.040581610053777695,0.07434134185314178,0.04960094392299652,0.039039645344018936,0.01944010704755783,0.02475101314485073,0.026550637558102608,0.03283959999680519,0.022823136299848557,0.014970961958169937,0.015983957797288895,0.013199266977608204,0.009769538417458534,0.013824447058141232,0.006877013016492128,0.006527866702526808,0.01082052756100893
3,0.1631992757320404,0.1157456561923027,0.05542268604040146,0.03481341898441315,0.0782555416226387,0.05092042312026024,0.041669879108667374,0.02643461711704731,0.03397689759731293,0.017206300050020218,0.02154391258955002,0.014151085168123245,0.017242832109332085,0.015156257897615433,0.010007377713918686,0.011363106779754162,0.01271455641835928,0.011981448158621788,0.016017600893974304,0.006229840684682131
4,0.1758127510547638,0.08829738944768906,0.06421511620283127,0.03849043697118759,0.056412115693092346,0.05383848771452904,0.04003260284662247,0.020384471863508224,0.01686287485063076,0.024695174768567085,0.019802503287792206,0.021920086815953255,0.018595470115542412,0.00810166448354721,0.010678515769541264,0.013550112023949623,0.00894849095493555,0.019114719703793526,0.010864559561014175,0.011001277714967728
5,0.1633613109588623,0.0920548364520073,0.061338916420936584,0.036784857511520386,0.06415014714002609,0.051220573484897614,0.038042787462472916,0.024852627888321877,0.02643272839486599,0.02243594080209732,0.024098755791783333,0.015280106104910374,0.023328274488449097,0.015146574936807156,0.00584059813991189,0.014809184707701206,0.025624025613069534,0.01110068615525961,0.01458097342401743,0.009295295923948288
6,0.18311308324337006,0.08167842030525208,0.050597406923770905,0.03082463890314102,0.05828756466507912,0.05591950565576553,0.03225114941596985,0.02322917990386486,0.026189623400568962,0.024767469614744186,0.021706635132431984,0.021204764023423195,0.02597028762102127,0.015908686444163322,0.014603450894355774,0.015597653575241566,0.012897386215627193,0.007460139691829681,0.007149420212954283,0.007442179135978222
7,0.18726696074008942,0.09130122512578964,0.06809579581022263,0.03623586893081665,0.061265457421541214,0.0527370423078537,0.03213333711028099,0.02558206394314766,0.023433027788996696,0.026412712410092354,0.030792957171797752,0.01888422481715679,0.012095537036657333,0.011407957412302494,0.011413592845201492,0.01004731748253107,0.009839863516390324,0.01211769599467516,0.0100813964381814,0.009240374900400639
8,0.1673700213432312,0.09474074095487595,0.06063615903258324,0.04767578840255737,0.06453431397676468,0.05712569132447243,0.028403019532561302,0.019140301272273064,0.033291760832071304,0.019200049340724945,0.029002754017710686,0.016534708440303802,0.020321505144238472,0.0128264045342803,0.010461905039846897,0.01470806635916233,0.00923889223486185,0.014793156646192074,0.008925875648856163,0.008098927326500416
9,0.17318080365657806,0.10192742943763733,0.061578214168548584,0.02770940586924553,0.07419747859239578,0.05587087944149971,0.04099271818995476,0.022522026672959328,0.03243882209062576,0.03208412602543831,0.012570535764098167,0.02527153491973877,0.017897624522447586,0.011147170327603817,0.012983509339392185,0.011580980382859707,0.010343530215322971,0.009746100753545761,0.011752904392778873,0.008421258069574833
10,0.17822785675525665,0.09097575396299362,0.05501725897192955,0.040915653109550476,0.06884277611970901,0.056176718324422836,0.03830989450216293,0.029012411832809448,0.02533057890832424,0.02266373485326767,0.0191301628947258,0.014931673184037209,0.017561567947268486,0.013235830701887608,0.010858065448701382,0.011518115177750587,0.011536494828760624,0.012442856095731258,0.008922046981751919,0.010312343016266823
11,0.16917884349822998,0.09895128756761551,0.06382996588945389,0.0540933720767498,0.0627439096570015,0.05179385095834732,0.030460603535175323,0.02751474827528,0.01959346793591976,0.022666478529572487,0.034830186516046524,0.019864633679389954,0.012366602197289467,0.016946475952863693,0.014525700360536575,0.01055450551211834,0.014427125453948975,0.007329525426030159,0.013698980212211609,0.006045688409358263
12,0.1740347445011139,0.08086338639259338,0.0496048666536808,0.04642840847373009,0.07054264098405838,0.04472385346889496,0.03510273993015289,0.025825142860412598,0.029812896624207497,0.015633322298526764,0.020765196532011032,0.017789451405405998,0.010649844072759151,0.007580742705613375,0.015013284049928188,0.009968525730073452,0.013124660588800907,0.009229537099599838,0.009055941365659237,0.004171157255768776
